"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Cfp",815.122187022396,-2.62098737440364,0.241329873342888,-10.8606006297433,1.77577356409556e-27,2.7185317492739e-23
"Dapk1",1598.35630364951,1.72144172958795,0.183457542885604,9.38332489638415,6.39244311651846e-21,4.89309558353906e-17
"Armcx1",2628.85140942052,-1.54243510496786,0.172636644496344,-8.93457532998171,4.08745086320643e-19,2.08582617549424e-15
"Ctage5",4129.96494278665,-1.05211736383296,0.12361437727148,-8.51128636535787,1.72014224345992e-17,6.58341440128199e-14
"Pola1",5261.63874306964,-1.15838418554237,0.143406658032254,-8.07761788355625,6.60441742303506e-16,2.02214052658487e-12
"Cdh2",416.16673724306,-1.91711351867649,0.238864138811687,-8.02595788641125,1.00736778476441e-15,2.57029890282639e-12
"Slc47a1",157.307187262309,2.77852526721273,0.352976657360422,7.87169692180408,3.4986290116927e-15,7.65150164857194e-12
"Armcx4",2963.68358818922,-1.5193500253579,0.195778040031106,-7.76057429687465,8.45456575797318e-15,1.61788683986014e-11
"Hesx1",357.015454039646,-2.33356373111789,0.308650122217714,-7.56054692073587,4.0137806169836e-14,6.8274408294891e-11
"Ercc6l",5051.60327234303,-1.21841201962723,0.162191660209826,-7.51217428843741,5.81532938864575e-14,8.90268776107778e-11
"Hal",167.905376021412,1.92994585550708,0.259607094628282,7.43410290181194,1.05279992163665e-13,1.46521036366686e-10
"Fam169b",911.733369222252,-1.79688197756136,0.242280757289661,-7.41652782359882,1.2023063285486e-13,1.53384229864588e-10
"Bex4",4212.80706302709,-1.19595486151472,0.162521619589081,-7.35874319083557,1.8564979230307e-13,2.18624051566746e-10
"Stk31",1468.13628129474,-3.52682332783822,0.480693655562472,-7.3369458636008,2.18522946001932e-13,2.38954841453113e-10
"Mpp1",3184.9247845117,-1.70864720127441,0.236611273071376,-7.2213262668976,5.14829652907558e-13,5.25435143757453e-10
"Usp26",1870.88834065497,-5.64048232917991,0.791917510792663,-7.12256295928362,1.05938334161776e-12,1.01363122355165e-09
"Dnajc5g",149.011827497118,-4.53047634026498,0.638783089653213,-7.09235484415299,1.31848908409369e-12,1.18733819931708e-09
"Jade3",4409.35407941045,-1.62180396138005,0.229774413008125,-7.05824438912917,1.68619317930578e-12,1.43410729899957e-09
"Dbn1",638.488455058571,2.12701139098398,0.302912989217552,7.02185600055718,2.18940125734232e-12,1.74252520571578e-09
"Nab1",270.724114661032,1.79318267018527,0.255569952640614,7.01640647367836,2.2764716254697e-12,1.74252520571578e-09
"Sox1",257.195009201103,2.1776015076072,0.312231193496209,6.97432400402887,3.07345026269034e-12,2.24054524150126e-09
"Bpnt1",2326.21583041206,-0.841113459044753,0.121949989238532,-6.89719994480322,5.30375100343339e-12,3.69068745961644e-09
"Sptbn2",939.105525279366,-1.91605653651867,0.278291617272665,-6.88506738110385,5.77601887075176e-12,3.84456838662342e-09
"Prrc2b",18355.7892783746,-0.641199919717505,0.0932319982521953,-6.87746623195869,6.09264584875606e-12,3.88634647077527e-09
"Lrrfip1",726.191123297433,2.12929174638607,0.310978369105822,6.84707348780744,7.53760031859974e-12,4.61572493109774e-09
"Crygc",148.192801364488,-4.48306772231995,0.660332662336858,-6.78910491335499,1.12831371241345e-11,6.64359793205289e-09
"Dhrs3",96.1562545267239,3.10409332718821,0.45764883017485,6.78269695565977,1.17952892477453e-11,6.68792900347158e-09
"Slc4a4",150.955317596378,1.60768549161191,0.237904192787621,6.75770137875253,1.40198107990098e-11,7.66533155435858e-09
"Crym",111.903691928343,3.07010888434189,0.457024065401724,6.71760880172309,1.84730826527956e-11,9.75187663212577e-09
"Gpkow",2012.42900284219,-0.893836703778443,0.133608631012631,-6.68996229513001,2.23228105067599e-11,1.13913302015996e-08
"Fgf13",348.994637199219,-2.70391775446469,0.405971855482116,-6.66035765275803,2.73162023285703e-11,1.34572731233791e-08
"Slc25a24",99.8102203740795,1.79286862625456,0.269359444082578,6.65604516805031,2.81293840190824e-11,1.34572731233791e-08
"Fam120c",441.301577307436,-1.72876135918789,0.26522308977949,-6.51814048552561,7.11843088283935e-11,3.3023047995572e-08
"Rpl36a",24042.4690700904,-0.82954656727341,0.128121252352264,-6.47469917787415,9.50010183985512e-11,4.19364826580833e-08
"Chd3",2416.84104660291,-1.74220150747157,0.269135969690305,-6.47331350572098,9.5876732185833e-11,4.19364826580833e-08
"Zc4h2",441.714108634333,-1.45933019168781,0.225712546939204,-6.4654367312637,1.01006658871079e-10,4.21708751290476e-08
"Ybx2",557.117084260131,1.64685211537042,0.254770252245272,6.4640675308708,1.01925349848589e-10,4.21708751290476e-08
"Rcbtb2",1891.05015401147,-0.889795325807875,0.137782244084762,-6.45798253409549,1.06107984326279e-10,4.21708751290476e-08
"Cask",2056.8611671302,-1.72907209596388,0.267819646614755,-6.45610625590534,1.07431192764574e-10,4.21708751290476e-08
"Slc25a5",40009.2225781852,-1.18862792551804,0.184466362236999,-6.44360256853176,1.16670358308187e-10,4.46526628835008e-08
"Hprt",9425.1874209754,-1.18457268322233,0.186942938205296,-6.33654683399414,2.34971780195815e-10,8.77361703175056e-08
"Atp2a3",715.129401382802,2.84816384268342,0.4509148634197,6.31641153073372,2.67706584136739e-10,9.71574082061065e-08
"Timp1",2595.43265971586,-1.57572113425209,0.249581936304557,-6.31344222095178,2.72896240960388e-10,9.71574082061065e-08
"Slc25a14",320.922030783525,-1.66490076912149,0.2645988210548,-6.29217001982287,3.13058315038611e-10,1.0892294874832e-07
"Atp1b2",779.455451034766,1.86981466473269,0.298149040134037,6.27140930553421,3.57794686966047e-10,1.21721752505849e-07
"Ttc12",332.193455109608,1.79369352089221,0.28686812834045,6.25267620794556,4.03478101285797e-10,1.34279266360528e-07
"Lamc2",1241.04478928162,1.59588505264541,0.25561438191668,6.2433304443942,4.28350613651497e-10,1.3952382009342e-07
"Slc28a1",2122.0848995608,-0.917055678375722,0.14734509390112,-6.2238630014457,4.85060674466617e-10,1.54704038862697e-07
"Ubl4a",926.34135171842,-1.13896540675854,0.183147557449431,-6.21884027622383,5.00842810511364e-10,1.56000936823592e-07
"Cald1",1151.03933055044,2.48182963538639,0.399255231268098,6.21614807025498,5.0950727292309e-10,1.56000936823592e-07
